
SetupTitle, 2502-IdVgg-Vg
PrimitiveTest, I/V Sweep
DataValue, 0.66, -2.5, -0.05, -2.2111999999999998E-07, 0, 2.2104999999999998E-07, 5E-13, -1.0199999999999919E-09
DataValue, 0.64, -2.5, -0.05, -2.2195999999999998E-07, -5E-13, 2.222E-07, 0, -8.3999999999999958E-10
DataValue, 0.62, -2.5, -0.05, -2.2332E-07, 0, 2.2329999999999997E-07, 0, -1.3600000000000069E-09
DataValue, 0.6, -2.5, -0.05, -2.244E-07, -5E-13, 2.2439999999999997E-07, 0, -1.080000000000007E-09
DataValue, 0.58, -2.5, -0.05, -2.2546E-07, -5E-13, 2.2544999999999997E-07, 0, -1.0600000000000108E-09
DataValue, 0.56, -2.5, -0.05, -2.2648E-07, 0, 2.2664999999999998E-07, 0, -1.0199999999999919E-09
DataValue, 0.54, -2.5, -0.05, -2.2766E-07, 0, 2.2764999999999998E-07, 0, -1.1799999999999881E-09
DataValue, 0.52, -2.5, -0.05, -2.2879999999999998E-07, 0, 2.289E-07, -5E-13, -1.1399999999999957E-09
DataValue, 0.5, -2.5, -0.05, -2.2998E-07, 0, 2.3004999999999997E-07, 0, -1.1800000000000145E-09
DataValue, 0.48, -2.5, -0.05, -2.3117999999999998E-07, 0, 2.3114999999999998E-07, 0, -1.1999999999999843E-09
DataValue, 0.46, -2.5, -0.05, -2.3218E-07, 0, 2.3234999999999999E-07, 0, -1.0000000000000222E-09
DataValue, 0.44, -2.5, -0.05, -2.3339999999999999E-07, 0, 2.3354999999999997E-07, 0, -1.2199999999999805E-09
DataValue, 0.42, -2.5, -0.05, -2.3462E-07, -5E-13, 2.3464999999999997E-07, 0, -1.220000000000007E-09
DataValue, 0.4, -2.5, -0.05, -2.3586E-07, 0, 2.359E-07, 0, -1.2400000000000032E-09
DataValue, 0.38, -2.5, -0.05, -2.3698E-07, 0, 2.3699999999999997E-07, 0, -1.1199999999999994E-09
DataValue, 0.36, -2.5, -0.05, -2.3812E-07, 0, 2.3829999999999998E-07, 0, -1.1399999999999957E-09
DataValue, 0.34, -2.5, -0.05, -2.3958E-07, 0, 2.395E-07, 0, -1.4599999999999879E-09
DataValue, 0.32, -2.5, -0.05, -2.4076E-07, 0, 2.408E-07, 0, -1.1800000000000145E-09
DataValue, 0.3, -2.5, -0.05, -2.4185999999999997E-07, 0, 2.4189999999999996E-07, 0, -1.0999999999999768E-09
DataValue, 0.28, -2.5, -0.05, -2.4314E-07, 0, 2.4324999999999996E-07, 5E-13, -1.2800000000000221E-09
DataValue, 0.26, -2.5, -0.05, -2.4444E-07, 0, 2.4445E-07, 0, -1.2999999999999918E-09
DataValue, 0.24, -2.5, -0.05, -2.4572E-07, 0, 2.4575E-07, 0, -1.2800000000000221E-09
DataValue, 0.22, -2.5, -0.05, -2.4684E-07, -5E-13, 2.4694999999999997E-07, 0, -1.1199999999999994E-09
DataValue, 0.2, -2.5, -0.05, -2.4838E-07, 0, 2.4829999999999997E-07, 0, -1.5399999999999992E-09
DataValue, 0.18, -2.5, -0.05, -2.4958E-07, 0, 2.4959999999999996E-07, 0, -1.1999999999999843E-09
DataValue, 0.16, -2.5, -0.05, -2.509E-07, 0, 2.5094999999999995E-07, 0, -1.3200000000000145E-09
DataValue, 0.14, -2.5, -0.05, -2.5222E-07, 0, 2.5225E-07, 0, -1.3200000000000145E-09
DataValue, 0.12, -2.5, -0.05, -2.5343999999999997E-07, 0, 2.5365E-07, 0, -1.219999999999954E-09
DataValue, 0.1, -2.5, -0.05, -2.5496E-07, -5E-13, 2.5495E-07, 0, -1.5200000000000295E-09
DataValue, 0.08, -2.5, -0.05, -2.5626E-07, 0, 2.5625E-07, 0, -1.2999999999999918E-09
DataValue, 0.06, -2.5, -0.05, -2.5752E-07, 0, 2.5765E-07, 0, -1.2599999999999994E-09
DataValue, 0.04, -2.5, -0.05, -2.59E-07, 0, 2.591E-07, 0, -1.4799999999999841E-09
DataValue, 0.02, -2.5, -0.05, -2.6028E-07, 0, 2.604E-07, 0, -1.2800000000000221E-09
DataValue, 0, -2.5, -0.05, -2.6166E-07, 0, 2.6185E-07, -5E-13, -1.3799999999999766E-09
DataValue, -0.02, -2.5, -0.05, -2.6306E-07, 0, 2.6314999999999997E-07, 0, -1.3999999999999993E-09
DataValue, -0.04, -2.5, -0.05, -2.6454E-07, 0, 2.6465E-07, 0, -1.4800000000000371E-09
DataValue, -0.06, -2.5, -0.05, -2.6594E-07, 0, 2.6599999999999997E-07, 0, -1.3999999999999993E-09
DataValue, -0.08, -2.5, -0.05, -2.6742E-07, 0, 2.675E-07, 0, -1.4799999999999841E-09
DataValue, -0.1, -2.5, -0.05, -2.6888E-07, 0, 2.689E-07, 0, -1.4600000000000144E-09
DataValue, -0.12, -2.5, -0.05, -2.7033999999999997E-07, 0, 2.7045E-07, 0, -1.4599999999999615E-09
DataValue, -0.14, -2.5, -0.05, -2.7196E-07, 0, 2.7195E-07, -5E-13, -1.620000000000037E-09
DataValue, -0.16, -2.5, -0.05, -2.7341999999999997E-07, 0, 2.7335E-07, 0, -1.4599999999999615E-09
DataValue, -0.18, -2.5, -0.05, -2.7484E-07, 0, 2.7489999999999995E-07, 0, -1.420000000000022E-09
DataValue, -0.2, -2.5, -0.05, -2.7636E-07, 0, 2.7649999999999997E-07, 0, -1.5200000000000295E-09
DataValue, -0.22, -2.5, -0.05, -2.7794E-07, 0, 2.78E-07, 0, -1.5799999999999917E-09
DataValue, -0.24, -2.5, -0.05, -2.7934E-07, 0, 2.795E-07, 0, -1.3999999999999993E-09
DataValue, -0.26, -2.5, -0.05, -2.8102E-07, 0, 2.811E-07, 0, -1.6799999999999992E-09
DataValue, -0.28, -2.5, -0.05, -2.8246E-07, 0, 2.8264999999999995E-07, 0, -1.4399999999999917E-09
DataValue, -0.3, -2.5, -0.05, -2.8426E-07, 0, 2.8429999999999997E-07, 0, -1.7999999999999764E-09
DataValue, -0.32, -2.5, -0.05, -2.8578E-07, -5E-13, 2.8585E-07, 0, -1.5200000000000295E-09
DataValue, -0.34, -2.5, -0.05, -2.8748E-07, 0, 2.8745E-07, 0, -1.6999999999999689E-09
DataValue, -0.36, -2.5, -0.05, -2.8914E-07, 0, 2.8914999999999997E-07, 0, -1.6600000000000294E-09
DataValue, -0.38, -2.5, -0.05, -2.9066E-07, 0, 2.9085E-07, -5E-13, -1.5199999999999766E-09
DataValue, -0.4, -2.5, -0.05, -2.9256E-07, 0, 2.9249999999999995E-07, 0, -1.9000000000000369E-09
DataValue, -0.42, -2.5, -0.05, -2.9422E-07, 0, 2.9425E-07, 0, -1.6599999999999765E-09
DataValue, -0.44, -2.5, -0.05, -2.9596E-07, -5E-13, 2.9599999999999995E-07, 0, -1.7400000000000143E-09
DataValue, -0.46, -2.5, -0.05, -2.9778E-07, 0, 2.9785E-07, 0, -1.8199999999999991E-09
DataValue, -0.48, -2.5, -0.05, -2.9958E-07, 0, 2.9969999999999996E-07, 0, -1.7999999999999764E-09
DataValue, -0.5, -2.5, -0.05, -3.0154E-07, 0, 3.0159999999999995E-07, 0, -1.959999999999999E-09
DataValue, -0.52, -2.5, -0.05, -3.035E-07, 0, 3.035E-07, 0, -1.959999999999999E-09
DataValue, -0.54, -2.5, -0.05, -3.0558E-07, 0, 3.056E-07, 0, -2.0800000000000292E-09
DataValue, -0.56, -2.5, -0.05, -3.0766E-07, 0, 3.077E-07, 0, -2.0799999999999763E-09
DataValue, -0.58, -2.5, -0.05, -3.0986E-07, 0, 3.099E-07, 0, -2.2000000000000065E-09
DataValue, -0.6, -2.5, -0.05, -3.1218E-07, 0, 3.1214999999999995E-07, 0, -2.3199999999999837E-09
DataValue, -0.62, -2.5, -0.05, -3.143E-07, 0, 3.1444999999999996E-07, 0, -2.1200000000000216E-09
DataValue, -0.64, -2.5, -0.05, -3.1678E-07, -5E-13, 3.168E-07, 0, -2.4800000000000063E-09
DataValue, -0.66, -2.5, -0.05, -3.1907999999999997E-07, 0, 3.1929999999999995E-07, 0, -2.299999999999961E-09
DataValue, -0.68, -2.5, -0.05, -3.2173999999999997E-07, -5E-13, 3.2185E-07, 0, -2.6599999999999987E-09
DataValue, -0.70000000000000007, -2.5, -0.05, -3.2438E-07, 0, 3.2455E-07, 0, -2.6400000000000289E-09
DataValue, -0.72, -2.5, -0.05, -3.2701999999999997E-07, 0, 3.2719999999999997E-07, 0, -2.639999999999976E-09
DataValue, -0.74, -2.5, -0.05, -3.299E-07, 0, 3.2999999999999996E-07, 0, -2.8800000000000364E-09
DataValue, -0.76, -2.5, -0.05, -3.3256E-07, 0, 3.3264999999999995E-07, 0, -2.6599999999999987E-09
DataValue, -0.78, -2.5, -0.05, -3.3538E-07, 0, 3.3549999999999995E-07, 0, -2.8199999999999683E-09
DataValue, -0.8, -2.5, -0.05, -3.3824E-07, 0, 3.3829999999999995E-07, 0, -2.8600000000000137E-09
DataValue, -0.82000000000000006, -2.5, -0.05, -3.4098E-07, 0, 3.4114999999999995E-07, 0, -2.7399999999999835E-09
DataValue, -0.84, -2.5, -0.05, -3.4391999999999997E-07, 0, 3.4399999999999996E-07, 0, -2.9399999999999985E-09
DataValue, -0.86, -2.5, -0.05, -3.4674E-07, 0, 3.4689999999999996E-07, 0, -2.8200000000000213E-09
DataValue, -0.88, -2.5, -0.05, -3.4965999999999997E-07, 0, 3.4979999999999997E-07, -5E-13, -2.9199999999999759E-09
DataValue, -0.9, -2.5, -0.05, -3.5294E-07, 0, 3.5285E-07, 0, -3.2800000000000135E-09
DataValue, -0.92, -2.5, -0.05, -3.556E-07, 0, 3.5565E-07, 0, -2.6599999999999987E-09
DataValue, -0.94000000000000006, -2.5, -0.05, -3.5848E-07, 0, 3.5864999999999995E-07, 0, -2.8800000000000364E-09
DataValue, -0.96, -2.5, -0.05, -3.6137999999999997E-07, 0, 3.6149999999999995E-07, 5E-13, -2.8999999999999532E-09
DataValue, -0.98, -2.5, -0.05, -3.6424E-07, 0, 3.6444999999999996E-07, 5E-13, -2.8600000000000137E-09
DataValue, -1, -2.5, -0.05, -3.673E-07, -5E-13, 3.6729999999999996E-07, 0, -3.0600000000000287E-09
DataValue, -1.02, -2.5, -0.05, -3.701E-07, 0, 3.703E-07, 0, -2.7999999999999986E-09
DataValue, -1.04, -2.5, -0.05, -3.7298E-07, 0, 3.7315E-07, 0, -2.8799999999999834E-09
DataValue, -1.06, -2.5, -0.05, -3.7589999999999997E-07, 0, 3.7589999999999997E-07, 0, -2.9199999999999759E-09
DataValue, -1.08, -2.5, -0.05, -3.7894E-07, 0, 3.789E-07, 0, -3.040000000000006E-09
DataValue, -1.1, -2.5, -0.05, -3.818E-07, 0, 3.8175E-07, 0, -2.8600000000000137E-09
DataValue, -1.12, -2.5, -0.05, -3.845E-07, 0, 3.8464999999999994E-07, -5E-13, -2.6999999999999911E-09
DataValue, -1.1400000000000001, -2.5, -0.05, -3.8744E-07, 0, 3.8754999999999995E-07, 0, -2.9399999999999985E-09
DataValue, -1.16, -2.5, -0.05, -3.9036E-07, 0, 3.9034999999999995E-07, -5E-13, -2.9200000000000288E-09
DataValue, -1.18, -2.5, -0.05, -3.931E-07, 0, 3.9324999999999995E-07, 0, -2.7399999999999835E-09
DataValue, -1.2, -2.5, -0.05, -3.9592E-07, 0, 3.9599999999999995E-07, 0, -2.8200000000000213E-09
DataValue, -1.22, -2.5, -0.05, -3.9902E-07, -5E-13, 3.9899999999999996E-07, 0, -3.0999999999999682E-09
DataValue, -1.24, -2.5, -0.05, -4.016E-07, 0, 4.0179999999999996E-07, 0, -2.5800000000000138E-09
DataValue, -1.26, -2.5, -0.05, -4.0462E-07, 0, 4.0469999999999996E-07, 0, -3.0199999999999834E-09
DataValue, -1.28, -2.5, -0.05, -4.0745999999999997E-07, 0, 4.0739999999999996E-07, 5E-13, -2.839999999999991E-09
DataValue, -1.3, -2.5, -0.05, -4.1016E-07, 0, 4.1024999999999996E-07, 0, -2.700000000000044E-09
DataValue, -1.32, -2.5, -0.05, -4.1296E-07, 0, 4.1309999999999996E-07, 0, -2.7999999999999986E-09
DataValue, -1.34, -2.5, -0.05, -4.158E-07, 0, 4.1579999999999995E-07, 0, -2.839999999999991E-09
DataValue, -1.36, -2.5, -0.05, -4.1866E-07, 0, 4.1854999999999995E-07, 0, -2.8600000000000137E-09
DataValue, -1.3800000000000001, -2.5, -0.05, -4.2122E-07, -1E-12, 4.2139999999999995E-07, 0, -2.5599999999999912E-09
DataValue, -1.4000000000000001, -2.5, -0.05, -4.241E-07, 0, 4.2414999999999994E-07, 0, -2.8799999999999834E-09
DataValue, -1.42, -2.5, -0.05, -4.2684E-07, 0, 4.2689999999999994E-07, 0, -2.7399999999999835E-09
DataValue, -1.44, -2.5, -0.05, -4.2944E-07, 0, 4.295E-07, 0, -2.6000000000000365E-09
DataValue, -1.46, -2.5, -0.05, -4.3222E-07, 0, 4.3235E-07, 0, -2.7799999999999759E-09
DataValue, -1.48, -2.5, -0.05, -4.349E-07, 0, 4.3499999999999996E-07, 0, -2.6800000000000214E-09
DataValue, -1.5, -2.5, -0.05, -4.3754E-07, 0, 4.3764999999999995E-07, 0, -2.639999999999976E-09
DataValue, -1.52, -2.5, -0.05, -4.4026E-07, 0, 4.4044999999999995E-07, 5E-13, -2.7200000000000138E-09
DataValue, -1.54, -2.5, -0.05, -4.431E-07, 0, 4.4304999999999993E-07, 0, -2.839999999999991E-09
DataValue, -1.56, -2.5, -0.05, -4.4578E-07, 0, 4.4589999999999994E-07, 0, -2.6800000000000214E-09
DataValue, -1.58, -2.5, -0.05, -4.4856E-07, 0, 4.4844999999999997E-07, 0, -2.7799999999999759E-09
DataValue, -1.6, -2.5, -0.05, -4.512E-07, 0, 4.5119999999999996E-07, 0, -2.6400000000000289E-09
DataValue, -1.62, -2.5, -0.05, -4.536E-07, 0, 4.5369999999999994E-07, 0, -2.3999999999999686E-09
DataValue, -1.6400000000000001, -2.5, -0.05, -4.5614E-07, 0, 4.564E-07, 5E-13, -2.5400000000000214E-09
DataValue, -1.6600000000000001, -2.5, -0.05, -4.5908E-07, -5E-13, 4.5899999999999997E-07, 0, -2.9399999999999985E-09
DataValue, -1.68, -2.5, -0.05, -4.6156E-07, 0, 4.6164999999999995E-07, 0, -2.4800000000000063E-09
DataValue, -1.7, -2.5, -0.05, -4.6416E-07, 0, 4.6429999999999994E-07, 0, -2.5999999999999836E-09
DataValue, -1.72, -2.5, -0.05, -4.6676E-07, 0, 4.6679999999999997E-07, 0, -2.5999999999999836E-09
DataValue, -1.74, -2.5, -0.05, -4.6931999999999997E-07, 0, 4.6944999999999996E-07, 0, -2.5599999999999912E-09
DataValue, -1.76, -2.5, -0.05, -4.7192E-07, -5E-13, 4.7204999999999994E-07, 0, -2.6000000000000365E-09
DataValue, -1.78, -2.5, -0.05, -4.7463999999999997E-07, 0, 4.746E-07, 0, -2.7199999999999608E-09
DataValue, -1.8, -2.5, -0.05, -4.7708E-07, -5E-13, 4.7725E-07, 0, -2.4400000000000668E-09
DataValue, -1.82, -2.5, -0.05, -4.7968E-07, 0, 4.7969999999999993E-07, 0, -2.5999999999999836E-09
DataValue, -1.84, -2.5, -0.05, -4.8203999999999994E-07, 0, 4.8229999999999992E-07, 0, -2.3599999999999232E-09
DataValue, -1.86, -2.5, -0.05, -4.8458E-07, 0, 4.8475E-07, 0, -2.5400000000000214E-09
DataValue, -1.8800000000000001, -2.5, -0.05, -4.8712E-07, 0, 4.8725E-07, 0, -2.5400000000000214E-09
DataValue, -1.9000000000000001, -2.5, -0.05, -4.8968E-07, 0, 4.898E-07, 0, -2.5600000000000441E-09
DataValue, -1.92, -2.5, -0.05, -4.921E-07, 0, 4.9229999999999993E-07, 0, -2.4199999999999912E-09
DataValue, -1.94, -2.5, -0.05, -4.9482E-07, 0, 4.947999999999999E-07, 0, -2.7200000000000138E-09
DataValue, -1.96, -2.5, -0.05, -4.9696E-07, -5E-13, 4.9725E-07, 0, -2.1399999999999914E-09
DataValue, -1.98, -2.5, -0.05, -4.993E-07, 0, 4.9949999999999994E-07, 0, -2.3400000000000064E-09
DataValue, -2, -2.5, -0.05, -5.0206E-07, 0, 5.0204999999999992E-07, 0, -2.7599999999999532E-09
DataValue, -2.02, -2.5, -0.05, -5.0444E-07, 0, 5.0445E-07, 0, -2.3800000000000518E-09
DataValue, -2.04, -2.5, -0.05, -5.0692E-07, 0, 5.0695E-07, 0, -2.4799999999999534E-09
DataValue, -2.06, -2.5, -0.05, -5.0924E-07, 0, 5.0924999999999993E-07, 0, -2.3199999999999837E-09
DataValue, -2.08, -2.5, -0.05, -5.115E-07, 0, 5.116499999999999E-07, 0, -2.2600000000000216E-09
DataValue, -2.1, -2.5, -0.05, -5.1415999999999994E-07, 0, 5.141E-07, 0, -2.6599999999999457E-09
DataValue, -2.12, -2.5, -0.05, -5.1618E-07, -5E-13, 5.1644999999999994E-07, 0, -2.0200000000000671E-09
DataValue, -2.14, -2.5, -0.05, -5.1868E-07, 0, 5.187499999999999E-07, 0, -2.4999999999999761E-09
DataValue, -2.16, -2.5, -0.05, -5.2128E-07, 0, 5.2115E-07, 0, -2.5999999999999836E-09
DataValue, -2.18, -2.5, -0.05, -5.2344E-07, 0, 5.2339999999999994E-07, 0, -2.160000000000014E-09
DataValue, -2.2, -2.5, -0.05, -5.2592E-07, 0, 5.2584999999999991E-07, 0, -2.4800000000000593E-09
DataValue, -2.22, -2.5, -0.05, -5.279E-07, 0, 5.281E-07, 0, -1.9799999999999158E-09
DataValue, -2.24, -2.5, -0.05, -5.3038E-07, 0, 5.3044999999999994E-07, 0, -2.4800000000000593E-09
DataValue, -2.2600000000000002, -2.5, -0.05, -5.3242E-07, 0, 5.3255E-07, 5E-13, -2.0399999999999839E-09
DataValue, -2.2800000000000002, -2.5, -0.05, -5.3478E-07, -5E-13, 5.35E-07, 0, -2.3600000000000291E-09
DataValue, -2.3000000000000003, -2.5, -0.05, -5.3731999999999994E-07, 0, 5.3724999999999992E-07, 0, -2.5399999999999155E-09
DataValue, -2.32, -2.5, -0.05, -5.3932E-07, 0, 5.395E-07, 0, -2.0000000000000444E-09
DataValue, -2.34, -2.5, -0.05, -5.416E-07, 0, 5.4174999999999994E-07, 0, -2.2800000000000442E-09
DataValue, -2.36, -2.5, -0.05, -5.4402E-07, 0, 5.44E-07, 0, -2.4199999999999912E-09
DataValue, -2.38, -2.5, -0.05, -5.4594E-07, 0, 5.4615E-07, 0, -1.9199999999999537E-09
DataValue, -2.4, -2.5, -0.05, -5.4808E-07, 0, 5.483499999999999E-07, 0, -2.1399999999999914E-09
DataValue, -2.42, -2.5, -0.05, -5.505E-07, 0, 5.5045E-07, 0, -2.4199999999999912E-09
DataValue, -2.44, -2.5, -0.05, -5.526E-07, 0, 5.5269999999999991E-07, 0, -2.1000000000000519E-09
DataValue, -2.46, -2.5, -0.05, -5.5486E-07, 0, 5.549E-07, 0, -2.2600000000000216E-09
DataValue, -2.48, -2.5, -0.05, -5.5698E-07, 0, 5.5709999999999993E-07, 5E-13, -2.1199999999999687E-09
DataValue, -2.5, -2.5, -0.05, -5.5914E-07, 0, 5.591E-07, 0, -2.160000000000014E-09
DataValue, -2.52, -2.5, -0.05, -5.6126E-07, 0, 5.6134999999999993E-07, 0, -2.1199999999999687E-09
DataValue, -2.54, -2.5, -0.05, -5.6322E-07, 0, 5.634E-07, 0, -1.959999999999999E-09
DataValue, -2.56, -2.5, -0.05, -5.6562E-07, -5E-13, 5.6559999999999993E-07, 0, -2.3999999999999686E-09
DataValue, -2.58, -2.5, -0.05, -5.6732E-07, 0, 5.676E-07, 0, -1.7000000000000218E-09
DataValue, -2.6, -2.5, -0.05, -5.6948E-07, 0, 5.6964999999999992E-07, 0, -2.160000000000014E-09
DataValue, -2.62, -2.5, -0.05, -5.7167999999999994E-07, 0, 5.7175E-07, 0, -2.1999999999999535E-09
DataValue, -2.64, -2.5, -0.05, -5.7391999999999994E-07, 0, 5.7379999999999991E-07, 0, -2.2399999999999989E-09
DataValue, -2.66, -2.5, -0.05, -5.7578E-07, 0, 5.759E-07, 0, -1.8600000000000974E-09
DataValue, -2.68, -2.5, -0.05, -5.782E-07, 0, 5.7804999999999991E-07, 0, -2.4199999999999912E-09
DataValue, -2.7, -2.5, -0.05, -5.7988E-07, 0, 5.8E-07, 0, -1.6799999999999992E-09
DataValue, -2.72, -2.5, -0.05, -5.8185999999999994E-07, 0, 5.8204999999999989E-07, 0, -1.9799999999999158E-09
DataValue, -2.74, -2.5, -0.05, -5.8342E-07, 0, 5.8384999999999992E-07, 0, -1.5600000000000749E-09
DataValue, -2.7600000000000002, -2.5, -0.05, -5.8577999999999994E-07, 0, 5.8595E-07, 0, -2.3599999999999232E-09
DataValue, -2.7800000000000002, -2.5, -0.05, -5.878E-07, -5E-13, 5.8799999999999992E-07, 0, -2.0200000000000671E-09
DataValue, -2.8000000000000003, -2.5, -0.05, -5.9006E-07, 0, 5.901E-07, 5E-13, -2.2600000000000216E-09
DataValue, -2.82, -2.5, -0.05, -5.9164E-07, 0, 5.9214999999999991E-07, 0, -1.5799999999999917E-09
DataValue, -2.84, -2.5, -0.05, -5.9374E-07, 0, 5.9389999999999994E-07, 0, -2.099999999999946E-09
DataValue, -2.86, -2.5, -0.05, -5.9566E-07, 0, 5.958E-07, 0, -1.9200000000000595E-09
DataValue, -2.88, -2.5, -0.05, -5.9778E-07, 0, 5.9779999999999991E-07, 0, -2.1199999999999687E-09
DataValue, -2.9, -2.5, -0.05, -5.9972E-07, 0, 5.9995E-07, 0, -1.9399999999999763E-09
DataValue, -2.92, -2.5, -0.05, -6.0134E-07, 0, 6.0155E-07, 0, -1.620000000000037E-09
DataValue, -2.94, -2.5, -0.05, -6.0378E-07, 0, 6.0384999999999994E-07, 0, -2.4400000000000139E-09
DataValue, -2.96, -2.5, -0.05, -6.0544E-07, 0, 6.056E-07, 0, -1.6599999999999765E-09
DataValue, -2.98, -2.5, -0.05, -6.0743999999999994E-07, 0, 6.0759999999999991E-07, 0, -1.9999999999999385E-09
DataValue, -3, -2.5, -0.05, -6.0916E-07, 0, 6.0944999999999994E-07, 0, -1.7200000000000445E-09
DataValue, 3, -2.6, -0.05, -1.7242E-07, 0, 1.7239999999999998E-07, 1E-12, 0
DataValue, 2.98, -2.6, -0.05, -1.725E-07, 0, 1.726E-07, 1E-12, -7.9999999999984834E-11
DataValue, 2.96, -2.6, -0.05, -1.7276E-07, 0, 1.7274999999999998E-07, 5E-13, -2.6000000000000365E-10
DataValue, 2.94, -2.6, -0.05, -1.729E-07, 0, 1.7295E-07, 0, -1.3999999999999993E-10
DataValue, 2.92, -2.6, -0.05, -1.7304E-07, 0, 1.7314999999999999E-07, 0, -1.3999999999999993E-10
DataValue, 2.9, -2.6, -0.05, -1.7318E-07, 0, 1.733E-07, 5E-13, -1.3999999999999993E-10
DataValue, 2.88, -2.6, -0.05, -1.734E-07, 0, 1.7344999999999998E-07, 5E-13, -2.2000000000001123E-10
DataValue, 2.86, -2.6, -0.05, -1.7366E-07, 0, 1.7369999999999997E-07, 0, -2.6000000000000365E-10
DataValue, 2.84, -2.6, -0.05, -1.7382E-07, 0, 1.7384999999999999E-07, 0, -1.5999999999999614E-10
DataValue, 2.82, -2.6, -0.05, -1.7396E-07, 0, 1.74E-07, 5E-13, -1.3999999999999993E-10
DataValue, 2.8000000000000003, -2.6, -0.05, -1.7424E-07, 0, 1.7425E-07, 0, -2.7999999999999986E-10
DataValue, 2.7800000000000002, -2.6, -0.05, -1.744E-07, 0, 1.7444999999999998E-07, 0, -1.5999999999999614E-10
DataValue, 2.7600000000000002, -2.6, -0.05, -1.7454E-07, 0, 1.746E-07, 0, -1.3999999999999993E-10
DataValue, 2.74, -2.6, -0.05, -1.7474E-07, 0, 1.7484999999999998E-07, 0, -1.9999999999998856E-10
DataValue, 2.72, -2.6, -0.05, -1.7489999999999999E-07, 0, 1.75E-07, 5E-13, -1.5999999999999614E-10
DataValue, 2.7, -2.6, -0.05, -1.7524E-07, 0, 1.7519999999999998E-07, 0, -3.4000000000001496E-10
DataValue, 2.68, -2.6, -0.05, -1.7538E-07, 0, 1.7549999999999998E-07, 0, -1.3999999999999993E-10
DataValue, 2.66, -2.6, -0.05, -1.7558E-07, 0, 1.757E-07, 0, -1.9999999999998856E-10
DataValue, 2.64, -2.6, -0.05, -1.7576E-07, 0, 1.7589999999999998E-07, 0, -1.8000000000001882E-10
DataValue, 2.62, -2.6, -0.05, -1.7598E-07, 0, 1.7605E-07, 0, -2.1999999999998477E-10
DataValue, 2.6, -2.6, -0.05, -1.7628E-07, -5E-13, 1.7629999999999998E-07, 0, -2.9999999999999607E-10
DataValue, 2.58, -2.6, -0.05, -1.7646E-07, 0, 1.7645E-07, 0, -1.8000000000001882E-10
DataValue, 2.56, -2.6, -0.05, -1.7668E-07, -5E-13, 1.7675E-07, 0, -2.1999999999998477E-10
DataValue, 2.54, -2.6, -0.05, -1.7688E-07, 0, 1.7689999999999998E-07, 0, -2.0000000000001503E-10
DataValue, 2.52, -2.6, -0.05, -1.7706E-07, 0, 1.7719999999999997E-07, 0, -1.7999999999999235E-10
DataValue, 2.5, -2.6, -0.05, -1.7741999999999998E-07, 0, 1.7745E-07, 0, -3.5999999999998469E-10
DataValue, 2.48, -2.6, -0.05, -1.7766E-07, 0, 1.7769999999999998E-07, 0, -2.4000000000000744E-10
DataValue, 2.46, -2.6, -0.05, -1.7788E-07, 0, 1.7789999999999997E-07, 0, -2.2000000000001123E-10
DataValue, 2.44, -2.6, -0.05, -1.7808E-07, 0, 1.7815E-07, 0, -1.9999999999998856E-10
DataValue, 2.42, -2.6, -0.05, -1.783E-07, 0, 1.7839999999999998E-07, 0, -2.2000000000001123E-10
DataValue, 2.4, -2.6, -0.05, -1.7858E-07, 0, 1.7864999999999998E-07, 0, -2.7999999999999986E-10
DataValue, 2.38, -2.6, -0.05, -1.7882E-07, 0, 1.7885E-07, 5E-13, -2.4000000000000744E-10
DataValue, 2.36, -2.6, -0.05, -1.7906E-07, 0, 1.792E-07, 0, -2.3999999999998097E-10
DataValue, 2.34, -2.6, -0.05, -1.7934E-07, 0, 1.7939999999999998E-07, 0, -2.7999999999999986E-10
DataValue, 2.32, -2.6, -0.05, -1.7972E-07, 0, 1.7969999999999998E-07, 0, -3.8000000000000737E-10
DataValue, 2.3000000000000003, -2.6, -0.05, -1.7996E-07, 0, 1.799E-07, 0, -2.4000000000000744E-10
DataValue, 2.2800000000000002, -2.6, -0.05, -1.8018E-07, 0, 1.8019999999999999E-07, 0, -2.1999999999998477E-10
DataValue, 2.2600000000000002, -2.6, -0.05, -1.8036E-07, 0, 1.8054999999999999E-07, -5E-13, -1.8000000000001882E-10
DataValue, 2.24, -2.6, -0.05, -1.8074E-07, 0, 1.8079999999999998E-07, 0, -3.799999999999809E-10
DataValue, 2.22, -2.6, -0.05, -1.8096E-07, 0, 1.8109999999999997E-07, 0, -2.2000000000001123E-10
DataValue, 2.2, -2.6, -0.05, -1.812E-07, 0, 1.8124999999999999E-07, 0, -2.4000000000000744E-10
DataValue, 2.18, -2.6, -0.05, -1.8156E-07, 0, 1.8175E-07, 0, -3.5999999999998469E-10
DataValue, 2.16, -2.6, -0.05, -1.8194E-07, 0, 1.8205E-07, 0, -3.8000000000000737E-10
DataValue, 2.14, -2.6, -0.05, -1.8218E-07, 0, 1.8229999999999999E-07, 0, -2.4000000000000744E-10
DataValue, 2.12, -2.6, -0.05, -1.8248E-07, 0, 1.8264999999999998E-07, 0, -2.9999999999999607E-10
DataValue, 2.1, -2.6, -0.05, -1.8294E-07, 0, 1.831E-07, 0, -4.5999999999999221E-10
DataValue, 2.08, -2.6, -0.05, -1.8338E-07, 0, 1.8359999999999998E-07, 0, -4.39999999999996E-10
